"P & C Collateral (Non-Auto, Non-Homeowners)",Enterprise Collateral,Enterprise Tenure,Business Type,RELATIONSHIP
PL,EE,CB,BB,ASG
PL,EE,CB,BC,ASG
PL,EE,CB,BD,ASG
PL,EE,CC,BA,ASH
PL,EE,CC,BB,ASH
PL,EE,CC,BC,ASH
PL,EE,CC,BD,ASH
PL,EE,CD,BA,ASI
PL,EE,CD,BB,ASI
PL,EE,CD,BC,ASI
PL,EE,CD,BD,ASI
PL,EE,CE,BA,ASJ
PL,EE,CE,BB,ASJ
PL,EE,CE,BC,ASJ
PL,EE,CE,BD,ASJ
PL,EE,CF,BA,ASK
PL,EE,CF,BB,ASK
PL,EE,CF,BC,ASK
PL,EE,CF,BD,ASK
PL,EE,CG,BA,ASL
PL,EE,CG,BB,ASL
PL,EE,CG,BC,ASL
PL,EE,CG,BD,ASL
PL,EF,CA,BA,ASF
PL,EF,CA,BB,ASF
PL,EF,CA,BC,ASF
PL,EF,CA,BD,ASF
PL,EF,CB,BA,ASG
PL,EF,CB,BB,ASG
PL,EF,CB,BC,ASG
PL,EF,CB,BD,ASG
PL,EF,CC,BA,ASH
PL,EF,CC,BB,ASH
PL,EF,CC,BC,ASH
PL,EF,CC,BD,ASH
PL,EF,CD,BA,ASI
PL,EF,CD,BB,ASI
PL,EF,CD,BC,ASI
PL,EF,CD,BD,ASI
PL,EF,CE,BA,ASJ
PL,EF,CE,BB,ASJ
PL,EF,CE,BC,ASJ
PL,EF,CE,BD,ASJ
PL,EF,CF,BA,ASK
PL,EF,CF,BB,ASK
PL,EF,CF,BC,ASK
PL,EF,CF,BD,ASK
PL,EF,CG,BA,ASL
PL,EF,CG,BB,ASL
PL,EF,CG,BC,ASL
PL,EF,CG,BD,ASL
PL,EG,CA,BA,ASF
PL,EG,CA,BB,ASF
PL,EG,CA,BC,ASF
PL,EG,CA,BD,ASF
PL,EG,CB,BA,ASG
PL,EG,CB,BB,ASG
PL,EG,CB,BC,ASG
PL,EG,CB,BD,ASG
PL,EG,CC,BA,ASH
PL,EG,CC,BB,ASH
PL,EG,CC,BC,ASH
PL,EG,CC,BD,ASH
PL,EG,CD,BA,ASI
PL,EG,CD,BB,ASI
PL,EG,CD,BC,ASI
PL,EG,CD,BD,ASI
PL,EG,CE,BA,ASJ
PL,EG,CE,BB,ASJ
PL,EG,CE,BC,ASJ
PL,EG,CE,BD,ASJ
PL,EG,CF,BA,ASK
PL,EG,CF,BB,ASK
PL,EG,CF,BC,ASK
PL,EG,CF,BD,ASK
PL,EG,CG,BA,ASL
PL,EG,CG,BB,ASL
PL,EG,CG,BC,ASL
PL,EG,CG,BD,ASL
PL,EH,CA,BA,ASG
PL,EH,CA,BB,ASG
PL,EH,CA,BC,ASG
PL,EH,CA,BD,ASG
PL,EH,CB,BA,ASH
PL,EH,CB,BB,ASH
PL,EH,CB,BC,ASH
PL,EH,CB,BD,ASH
PL,EH,CC,BA,ASI
PL,EH,CC,BB,ASI
PL,EH,CC,BC,ASI
PL,EH,CC,BD,ASI
PL,EH,CD,BA,ASJ
PL,EH,CD,BB,ASJ
PL,EH,CD,BC,ASJ
PL,EH,CD,BD,ASJ
PL,EH,CE,BA,ASK
PL,EH,CE,BB,ASK
PL,EH,CE,BC,ASK
PL,EH,CE,BD,ASK
PL,EH,CF,BA,ASL
PL,EH,CF,BB,ASL
PL,EH,CF,BC,ASL
PL,EH,CF,BD,ASL
PL,EH,CG,BA,ASM
PL,EH,CG,BB,ASM
PL,EH,CG,BC,ASM
PL,EH,CG,BD,ASM
